,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
346,1997-98,32.0,IND,NBA,SG,81,81,34.5,6.4,13.3,0.477,2.0,4.7,0.429,4.3,8.6,0.504,0.553,4.7,5.4,0.868,0.6,2.3,2.9,2.1,1.0,0.1,1.6,1.8,19.5,1997-98,32.0,IND,NBA,SG,81,2795,19.8,0.619,0.353,0.407,2.1,7.6,5.0,11.1,1.5,0.3,9.1,23.9,,9.2,2.8,12.0,0.206,,4.8,0.1,4.8,4.8
347,1997-98,31.0,IND,NBA,C,73,69,28.6,7.0,14.2,0.495,0.0,0.0,0.0,7.0,14.2,0.497,0.495,2.6,3.3,0.783,1.7,5.2,6.9,1.4,0.5,1.2,1.8,3.3,16.7,1997-98,31.0,IND,NBA,C,73,2085,19.9,0.532,0.003,0.231,7.7,20.8,14.6,9.9,1.0,3.0,10.5,29.2,,2.5,3.6,6.1,0.141,,0.6,0.3,0.9,1.6
348,1997-98,24.0,DAL,NBA,SF,82.0,82.0,41.4,8.2,18.4,0.449,1.1,3.0,0.357,7.2,15.4,0.466,0.477,4.0,5.1,0.784,1.8,3.5,5.3,4.9,1.6,0.4,2.7,2.0,21.5,1997-98,24.0,DAL,NBA,SF,82.0,3394.0,19.3,0.522,0.162,0.276,4.8,9.6,7.2,22.7,2.1,0.6,11.5,25.7,,5.5,2.0,7.5,0.106,,3.0,-0.6,2.5,3.8
349,1997-98,31.0,WAS,NBA,PG,76.0,76.0,39.7,6.4,14.9,0.434,0.2,0.6,0.25,6.3,14.2,0.442,0.439,4.7,6.5,0.726,1.5,3.9,5.3,10.5,1.7,0.3,3.5,2.4,17.8,1997-98,31.0,WAS,NBA,PG,76.0,3020.0,19.6,0.501,0.042,0.435,4.1,11.4,7.6,43.1,2.2,0.6,16.5,23.7,,5.1,3.0,8.1,0.129,,2.8,0.1,2.9,3.7
350,1998-99,35.0,UTA,NBA,PF,49.0,49.0,37.4,8.0,16.3,0.493,0.0,0.0,0.0,8.0,16.2,0.494,0.493,7.7,9.8,0.788,2.2,7.3,9.4,4.1,1.3,0.6,3.3,2.7,23.8,1998-99,35.0,UTA,NBA,PF,49.0,1832.0,25.6,0.577,0.001,0.602,7.7,22.1,15.4,23.0,1.9,1.2,13.8,30.5,,6.2,3.4,9.6,0.252,,5.3,1.4,6.7,4.0
351,1998-99,28.0,MIA,NBA,C,46,46,38.1,7.0,13.8,.511,0.0,0.0,.000,7.0,13.7,.513,.511,6.0,9.2,.652,3.6,7.4,11.0,1.6,0.7,3.9,3.0,3.5,20.1,1998-99,28.0,MIA,NBA,C,46.0,1753.0,24.6,0.563,0.003,0.667,12.3,22.0,17.5,8.7,1.1,7.7,14.5,27.1,,4.0,3.9,7.9,0.216,,2.5,2.2,4.7,3.0
352,1998-99,22.0,SAS,NBA,PF,50,50,39.3,8.4,16.9,0.495,0.0,0.1,0.143,8.3,16.8,0.498,0.495,4.9,7.2,0.69,3.2,8.2,11.4,2.4,0.9,2.5,2.9,2.9,21.7,1998-99,22.0,SAS,NBA,PF,50,1963,23.2,0.541,0.008,0.424,9.7,22.2,16.3,12.1,1.2,4.4,12.7,27.2,,4.0,4.7,8.7,0.213,,2.7,1.8,4.5,3.2
353,1998-99,23.0,PHI,NBA,SG,48,48,41.5,9.1,22.0,.412,1.2,4.1,.291,7.9,17.9,.440,.439,7.4,9.9,.751,1.4,3.5,4.9,4.6,2.3,0.1,3.5,2.0,26.8,1998-99,23.0,PHI,NBA,SG,48.0,1990.0,22.2,0.508,0.188,0.449,3.8,10.1,6.9,24.2,3.0,0.3,11.7,32.6,,4.3,2.9,7.2,0.173,,5.1,0.6,5.7,3.9
354,1998-99,25.0,PHO,NBA,PG,50.0,50.0,41.2,6.2,14.0,0.444,0.9,2.5,0.366,5.3,11.5,0.461,0.476,3.6,4.8,0.757,1.7,5.0,6.8,10.8,2.3,0.4,3.0,2.2,16.9,1998-99,25.0,PHO,NBA,PG,50.0,2060.0,22.5,0.527,0.176,0.342,4.8,14.5,9.6,44.0,3.0,0.7,15.7,21.4,,5.8,2.3,8.1,0.188,,4.4,1.1,5.5,3.9
355,1998-99,26.0,LAL,NBA,C,49.0,49.0,34.8,10.4,18.1,0.576,0.0,0.0,0.0,10.4,18.0,0.577,0.576,5.5,10.2,0.54,3.8,6.9,10.7,2.3,0.7,1.7,2.5,3.2,26.3,1998-99,26.0,LAL,NBA,C,49.0,1705.0,30.6,0.584,0.001,0.563,13.1,22.6,18.0,14.4,1.1,3.5,10.0,32.4,,7.2,1.9,9.0,0.255,,7.5,-0.4,7.1,3.9
356,1998-99,25.0,SAC,NBA,PF,42.0,42.0,40.9,9.0,18.5,0.486,0.1,0.8,0.118,8.9,17.7,0.503,0.488,1.9,4.1,0.454,3.5,9.4,13.0,4.1,1.4,2.1,3.5,3.5,20.0,1998-99,25.0,SAC,NBA,PF,42.0,1719.0,19.5,0.491,0.044,0.224,9.2,24.2,16.7,17.8,1.7,3.3,14.8,24.9,,1.0,2.7,3.6,0.102,,0.8,1.1,1.9,1.7
357,1998-99,26.0,DET,NBA,SF,50,50,37.0,7.7,16.0,.479,0.0,0.3,.000,7.7,15.8,.487,.479,5.7,7.6,.752,1.3,5.8,7.1,6.0,1.6,0.5,3.7,2.3,21.1,1998-99,26.0,DET,NBA,SF,50.0,1852.0,23.9,0.543,0.017,0.473,4.3,19.3,11.7,33.6,2.4,1.2,16.0,29.6,,4.5,2.8,7.3,0.189,,4.8,1.4,6.2,3.8
358,1998-99,30.0,SEA,NBA,PG,50.0,50.0,40.2,8.0,18.5,0.434,1.7,5.6,0.295,6.4,12.8,0.495,0.479,4.0,5.5,0.721,1.2,3.6,4.9,8.7,2.2,0.2,3.1,2.3,21.7,1998-99,30.0,SEA,NBA,PG,50.0,2008.0,23.1,0.519,0.304,0.299,3.5,10.6,7.0,41.3,2.9,0.4,12.9,27.1,,6.0,1.2,7.2,0.172,,5.1,0.0,5.1,3.6
359,1998-99,22.0,MIN,NBA,PF,47.0,47.0,37.9,8.8,19.1,0.46,0.1,0.3,0.286,8.7,18.9,0.463,0.462,3.1,4.4,0.704,3.5,6.9,10.4,4.3,1.7,1.8,2.9,3.2,20.8,1998-99,22.0,MIN,NBA,PF,47.0,1780.0,22.4,0.493,0.016,0.229,9.7,22.0,15.4,21.3,2.3,3.5,12.0,27.8,,2.4,3.0,5.4,0.146,,3.6,1.7,5.3,3.3
360,1998-99,29.0,CLE,NBA,PF,42.0,42.0,35.1,6.6,13.7,0.482,0.0,0.0,0.5,6.6,13.6,0.482,0.483,7.3,9.3,0.789,3.1,6.1,9.2,2.4,1.1,1.1,3.0,3.8,20.5,1998-99,29.0,CLE,NBA,PF,42.0,1475.0,23.6,0.578,0.003,0.677,11.4,22.0,16.8,14.9,1.8,2.5,14.5,28.9,,4.2,2.1,6.3,0.205,,3.8,0.4,4.2,2.3
361,1998-99,33.0,SAS,NBA,C,49,49,31.7,5.5,10.8,.509,0.0,0.0,.000,5.5,10.7,.510,.509,4.9,7.4,.658,3.0,7.0,10.0,2.1,1.4,2.4,2.2,2.9,15.8,1998-99,33.0,SAS,NBA,C,49,1554,24.9,0.564,0.002,0.689,11.4,23.4,17.8,12.1,2.4,5.3,13.6,23.8,,4.0,4.4,8.4,0.261,,3.2,3.5,6.7,3.4
362,1998-99,36.0,HOU,NBA,C,50.0,50.0,35.7,7.5,14.5,0.514,0.1,0.3,0.308,7.4,14.2,0.518,0.517,3.9,5.4,0.717,2.1,7.4,9.6,1.8,1.6,2.5,2.8,3.2,18.9,1998-99,36.0,HOU,NBA,C,50.0,1784.0,23.1,0.559,0.018,0.375,7.4,22.8,15.7,9.5,2.5,4.8,14.1,25.9,,3.2,3.3,6.5,0.175,,1.4,1.8,3.2,2.3
363,1998-99,34.0,POR,NBA,C,50,48,27.0,4.6,9.6,.485,0.1,0.5,.292,4.5,9.1,.496,.493,2.7,3.5,.771,1.8,6.1,7.9,2.4,0.7,1.3,1.7,2.9,12.1,1998-99,34.0,POR,NBA,C,50,1349,20.4,0.546,0.05,0.366,7.8,25.2,16.8,16.2,1.4,3.5,13.3,21.7,,3.0,2.9,5.8,0.207,,1.8,2.4,4.3,2.1
364,1998-99,30.0,ORL,NBA,PG,50,15,30.0,4.6,10.4,.441,1.4,3.8,.365,3.2,6.7,.483,.507,3.2,3.6,.904,1.1,2.5,3.6,6.7,2.2,0.1,3.2,1.8,13.8,1998-99,30.0,ORL,NBA,PG,50.0,1502.0,22.2,0.575,0.362,0.341,4.0,10.0,7.0,40.8,3.9,0.2,20.8,22.9,,3.8,2.7,6.4,0.205,,4.2,2.4,6.7,3.3
365,1998-99,22.0,TOR,NBA,SF,50.0,49.0,35.2,6.9,15.3,0.45,0.4,1.3,0.288,6.5,14.0,0.466,0.463,4.1,5.4,0.761,1.9,3.8,5.7,3.0,1.1,1.5,2.2,2.8,18.3,1998-99,22.0,TOR,NBA,SF,50.0,1760.0,19.6,0.516,0.086,0.35,6.1,12.6,9.3,17.2,1.7,3.3,11.1,25.6,,3.6,1.4,5.0,0.136,,3.1,-0.4,2.8,2.1
366,1998-99,27.0,ORL,NBA,SG,50,50,38.9,6.0,14.3,.420,0.8,2.8,.286,5.2,11.5,.452,.448,3.0,4.2,.706,1.5,4.2,5.7,5.3,2.2,0.5,3.0,2.2,15.8,1998-99,27.0,ORL,NBA,SG,50.0,1944.0,16.7,0.488,0.195,0.294,4.3,12.8,8.5,25.1,3.1,0.9,15.6,22.4,,1.6,3.4,5.0,0.122,,0.8,2.0,2.8,2.3
367,1998-99,33.0,IND,NBA,PG,49.0,49.0,28.2,2.8,6.7,0.419,0.7,2.1,0.311,2.2,4.6,0.469,0.468,1.3,1.6,0.823,0.7,3.1,3.8,7.9,0.9,0.1,2.0,1.2,7.6,1998-99,33.0,IND,NBA,PG,49.0,1382.0,17.9,0.513,0.313,0.24,2.9,12.7,7.9,45.4,1.7,0.2,21.4,16.0,,3.0,0.9,3.8,0.134,,3.7,-0.7,3.0,1.8
368,1998-99,26.0,MIL,NBA,SF,47.0,47.0,33.6,7.4,16.1,0.459,0.7,1.7,0.392,6.7,14.4,0.467,0.479,3.0,3.4,0.87,1.6,4.3,5.9,2.1,1.0,0.9,2.3,2.4,18.4,1998-99,26.0,MIL,NBA,SF,47.0,1579.0,19.7,0.523,0.104,0.213,5.7,15.3,10.5,12.5,1.6,2.1,11.4,28.2,,2.5,1.5,4.0,0.122,,2.7,-0.8,1.9,1.5
369,1998-99,29.0,ATL,NBA,SG,36.0,36.0,36.5,6.0,15.0,0.402,1.3,3.9,0.338,4.7,11.1,0.424,0.445,5.3,6.3,0.849,1.4,2.8,4.2,3.3,1.0,0.3,2.8,2.8,18.7,1998-99,29.0,ATL,NBA,SG,36.0,1314.0,17.9,0.526,0.257,0.417,4.5,8.9,6.7,19.0,1.5,0.6,13.4,26.4,,2.7,1.7,4.4,0.162,,2.9,0.2,3.1,1.7
370,1998-99,24.0,POR,NBA,PF,49,18,28.9,4.9,9.7,.508,0.3,0.6,.419,4.7,9.1,.515,.522,2.7,3.7,.732,1.2,3.8,4.9,1.2,1.0,1.1,1.6,3.6,12.8,1998-99,24.0,POR,NBA,PF,49.0,1414.0,16.7,0.566,0.065,0.376,4.8,14.5,9.8,7.8,1.8,2.9,12.6,20.5,,2.6,2.4,5.0,0.169,,0.2,1.8,2.0,1.4
371,1999-00,27.0,LAL,NBA,C,79.0,79.0,40.0,12.1,21.1,0.574,0.0,0.0,0.0,12.1,21.1,0.575,0.574,5.5,10.4,0.524,4.3,9.4,13.6,3.8,0.5,3.0,2.8,3.2,29.7,1999-00,27.0,LAL,NBA,C,79.0,3163.0,30.6,0.578,0.001,0.495,11.5,24.8,18.3,19.3,0.6,5.3,9.9,31.2,,11.7,7.0,18.6,0.283,,7.3,2.0,9.3,9.0
372,1999-00,23.0,MIN,NBA,PF,81.0,81.0,40.0,9.4,18.8,0.497,0.4,1.0,0.37,9.0,17.8,0.504,0.507,3.8,5.0,0.765,2.8,9.0,11.8,5.0,1.5,1.6,3.3,2.5,22.9,1999-00,23.0,MIN,NBA,PF,81.0,3243.0,23.6,0.545,0.053,0.265,7.9,26.6,17.1,21.5,1.9,2.8,13.6,27.4,,6.1,5.6,11.6,0.172,,4.6,1.7,6.3,6.8
373,1999-00,29.0,MIA,NBA,C,79,78,34.8,8.3,15.0,.551,0.0,0.1,.000,8.3,14.9,.553,.551,5.2,7.4,.711,2.7,6.8,9.5,1.6,0.5,3.7,2.7,3.9,21.7,1999-00,29.0,MIA,NBA,C,79.0,2748.0,25.8,0.596,0.003,0.492,9.5,21.6,15.9,8.7,0.8,7.8,13.1,28.1,,7.3,5.6,12.9,0.226,,3.1,2.2,5.3,5.0
374,1999-00,36.0,UTA,NBA,PF,82.0,82.0,35.9,9.2,18.0,0.509,0.0,0.1,0.25,9.1,17.9,0.511,0.51,7.2,9.0,0.797,2.1,7.4,9.5,3.7,1.0,0.9,2.8,2.8,25.5,1999-00,36.0,UTA,NBA,PF,82.0,2947.0,27.1,0.582,0.005,0.501,7.1,24.7,16.1,20.9,1.4,1.9,11.4,31.9,,10.7,4.5,15.3,0.249,,6.4,1.1,7.5,7.1
375,1999-00,23.0,SAS,NBA,PF,74,74,38.9,8.5,17.3,0.49,0.0,0.1,0.091,8.5,17.2,0.494,0.491,6.2,8.1,0.761,3.5,8.9,12.4,3.2,0.9,2.2,3.3,2.8,23.2,1999-00,23.0,SAS,NBA,PF,74,2875,24.8,0.555,0.009,0.471,10.8,24.8,18.1,15.5,1.2,4.0,13.5,28.7,,6.7,6.4,13.0,0.218,,3.8,1.8,5.6,5.5
376,1999-00,31.0,SEA,NBA,PG,82.0,82.0,41.8,9.1,20.3,0.448,2.2,6.3,0.34,7.0,14.0,0.497,0.502,3.8,5.2,0.735,1.2,5.2,6.5,8.9,1.9,0.2,2.7,2.2,24.2,1999-00,31.0,SEA,NBA,PG,82.0,3425.0,23.6,0.535,0.312,0.254,3.2,13.9,8.5,37.7,2.3,0.4,10.8,26.8,,10.5,3.5,13.9,0.195,,5.8,0.7,6.4,7.3
377,1999-00,24.0,PHI,NBA,SG,70,70,40.8,10.4,24.8,.421,1.3,3.7,.341,9.1,21.0,.435,.446,6.3,8.9,.713,1.0,2.8,3.8,4.7,2.1,0.1,3.3,2.3,28.4,1999-00,24.0,PHI,NBA,SG,70.0,2853.0,20.0,0.496,0.151,0.358,2.7,7.7,5.2,23.0,2.6,0.1,10.3,34.4,,3.3,3.6,6.9,0.116,,3.4,-0.2,3.2,3.8
378,1999-00,27.0,DET,NBA,SF,74,74,37.5,9.4,19.2,.489,0.5,1.3,.347,8.9,17.9,.500,.501,6.5,8.2,.795,1.3,5.3,6.6,5.2,1.4,0.6,3.2,2.6,25.8,1999-00,27.0,DET,NBA,SF,74.0,2776.0,24.5,0.565,0.069,0.425,4.1,16.4,10.2,26.8,1.9,1.1,12.4,30.5,,8.1,2.6,10.7,0.185,,5.4,0.1,5.4,5.2
379,1999-00,26.0,SAC,NBA,PF,75.0,75.0,38.4,10.0,20.6,0.483,0.4,1.3,0.284,9.6,19.4,0.496,0.492,4.1,5.5,0.751,2.5,8.0,10.5,4.6,1.6,1.7,2.9,3.5,24.5,1999-00,26.0,SAC,NBA,PF,75.0,2880.0,23.4,0.53,0.061,0.267,6.8,21.8,14.3,21.1,2.0,2.9,11.2,28.2,,5.7,5.0,10.7,0.179,,3.6,2.1,5.7,5.6
380,1999-00,23.0,TOR,NBA,SF,82.0,82.0,38.1,9.6,20.7,0.465,1.2,2.9,0.403,8.5,17.8,0.475,0.493,5.3,6.7,0.791,1.8,4.0,5.8,3.9,1.3,1.1,2.2,3.2,25.7,1999-00,23.0,TOR,NBA,SF,82.0,3126.0,23.4,0.543,0.139,0.325,5.2,12.1,8.5,20.5,1.8,2.1,8.4,30.0,,9.1,2.7,11.8,0.182,,5.6,-0.1,5.5,5.9
381,1999-00,26.0,PHO,NBA,PG,67.0,67.0,39.0,5.2,12.8,0.409,0.8,2.5,0.337,4.4,10.3,0.427,0.442,3.0,3.7,0.829,1.4,5.8,7.2,10.1,2.0,0.4,3.4,2.2,14.3,1999-00,26.0,PHO,NBA,PG,67.0,2616.0,18.4,0.498,0.194,0.287,4.2,16.1,10.3,40.1,2.6,0.8,19.0,20.0,,3.7,4.8,8.5,0.156,,2.3,2.0,4.3,4.2
382,1999-00,21.0,LAL,NBA,SG,66,62,38.2,8.4,17.9,0.468,0.7,2.2,0.319,7.7,15.7,0.489,0.488,5.0,6.1,0.821,1.6,4.7,6.3,4.9,1.6,0.9,2.8,3.3,22.5,1999-00,21.0,LAL,NBA,SG,66,2524,21.7,0.546,0.122,0.341,4.6,12.9,8.8,22.4,2.2,1.7,11.8,26.8,,6.1,4.5,10.6,0.202,,3.5,1.6,5.1,4.5
383,1999-00,31.0,ORL,NBA,PG,82,82,31.6,5.9,13.6,.433,1.7,4.9,.340,4.2,8.7,.485,.494,2.7,3.0,.911,0.8,2.5,3.3,6.1,2.1,0.1,3.0,1.7,16.2,1999-00,31.0,ORL,NBA,PG,82.0,2590.0,19.5,0.542,0.36,0.221,2.7,8.6,5.7,31.4,3.2,0.2,16.8,23.9,,4.6,3.4,8.0,0.149,,3.6,0.9,4.5,4.3
384,1999-00,26.0,DAL,NBA,SF,82.0,82.0,42.2,9.1,20.0,0.457,1.2,3.0,0.401,7.9,16.9,0.467,0.487,3.2,3.9,0.82,1.5,4.8,6.3,5.3,1.3,0.4,2.4,2.1,22.6,1999-00,26.0,DAL,NBA,SF,82.0,3464.0,19.2,0.522,0.151,0.194,3.8,12.2,8.0,21.3,1.6,0.6,9.9,25.1,,6.4,1.9,8.3,0.114,,3.0,-0.9,2.1,3.6
385,1999-00,34.0,IND,NBA,SG,81,81,36.9,5.8,12.9,0.448,2.0,5.0,0.408,3.7,7.9,0.473,0.527,4.6,5.0,0.919,0.6,2.3,3.0,2.3,1.0,0.3,1.6,1.6,18.1,1999-00,34.0,IND,NBA,SG,81,2987,17.3,0.603,0.388,0.39,2.0,6.8,4.5,10.2,1.5,0.6,9.6,20.5,,8.0,2.0,10.1,0.162,,3.0,-0.3,2.7,3.6
386,1999-00,27.0,IND,NBA,SF,80.0,80.0,37.2,7.0,15.0,0.471,1.0,2.5,0.393,6.1,12.5,0.486,0.503,3.2,3.8,0.827,0.5,4.3,4.8,4.0,1.1,0.6,2.4,2.9,18.2,1999-00,27.0,IND,NBA,SF,80.0,2978.0,16.7,0.547,0.164,0.257,1.6,12.5,7.3,18.4,1.5,1.1,12.4,23.2,,4.4,2.9,7.3,0.118,,1.2,0.2,1.4,2.5
387,2000-01,25.0,PHI,NBA,SG,71,71,42.0,10.7,25.5,.420,1.4,4.3,.320,9.4,21.2,.441,.447,8.2,10.1,.814,0.7,3.1,3.8,4.6,2.5,0.3,3.3,2.1,31.1,2000-01,25.0,PHI,NBA,SG,71.0,2979.0,24.0,0.518,0.169,0.397,1.9,8.3,5.2,23.0,3.2,0.5,10.0,35.9,,7.3,4.5,11.8,0.19,,5.0,1.1,6.1,6.1
388,2000-01,24.0,SAS,NBA,PF,82,82,38.7,8.6,17.1,0.499,0.1,0.3,0.259,8.5,16.8,0.504,0.502,5.0,8.1,0.618,3.2,9.0,12.2,3.0,0.9,2.3,3.0,3.0,22.2,2000-01,24.0,SAS,NBA,PF,82,3174,23.8,0.536,0.019,0.471,9.7,25.1,17.8,15.3,1.2,4.2,12.5,28.7,,6.2,7.1,13.2,0.2,,2.9,1.8,4.7,5.4
389,2000-01,28.0,LAL,NBA,C,74.0,74.0,39.5,11.0,19.2,0.572,0.0,0.0,0.0,11.0,19.2,0.573,0.572,6.7,13.1,0.513,3.9,8.8,12.7,3.7,0.6,2.8,2.9,3.5,28.7,2000-01,28.0,LAL,NBA,C,74.0,2924.0,30.2,0.574,0.001,0.684,11.3,24.8,18.1,18.8,0.8,4.9,10.5,31.6,,11.1,3.9,14.9,0.245,,7.0,0.7,7.7,7.1
390,2000-01,27.0,SAC,NBA,PF,70.0,70.0,40.5,11.2,23.4,0.481,0.0,0.4,0.071,11.2,23.0,0.488,0.481,4.6,6.6,0.703,2.6,8.5,11.1,4.2,1.3,1.7,2.8,3.2,27.1,2000-01,27.0,SAC,NBA,PF,70.0,2836.0,24.7,0.516,0.017,0.282,7.0,22.1,14.8,20.6,1.7,2.8,9.6,31.6,,5.8,5.2,11.0,0.186,,4.0,1.4,5.5,5.3
391,2000-01,24.0,MIN,NBA,PF,81.0,81.0,39.5,8.7,18.2,0.477,0.2,0.8,0.288,8.5,17.4,0.486,0.484,4.4,5.8,0.764,2.7,8.7,11.4,5.0,1.4,1.8,2.8,2.5,22.0,2000-01,24.0,MIN,NBA,PF,81.0,3202.0,23.9,0.531,0.045,0.317,7.7,25.3,16.4,21.8,1.8,3.2,12.0,27.0,,7.0,4.8,11.8,0.176,,4.5,1.4,6.0,6.4
392,2000-01,21.0,ORL,NBA,SG,77,77,40.1,10.2,22.4,.457,0.8,2.2,.355,9.5,20.2,.468,.474,5.6,7.6,.733,2.5,5.0,7.5,4.6,1.5,1.5,2.6,2.1,26.8,2000-01,21.0,ORL,NBA,SG,77.0,3087.0,24.9,0.521,0.096,0.34,6.7,14.3,10.4,22.8,1.9,2.8,9.1,31.2,,8.3,3.9,12.2,0.189,,6.5,0.5,7.0,7.0
393,2000-01,37.0,UTA,NBA,PF,81.0,81.0,35.7,8.3,16.6,0.498,0.0,0.1,0.4,8.2,16.5,0.499,0.499,6.6,8.3,0.793,1.4,6.9,8.3,4.5,1.1,0.8,3.0,2.7,23.2,2000-01,37.0,UTA,NBA,PF,81.0,2895.0,24.7,0.572,0.004,0.503,5.0,23.3,14.3,24.1,1.7,1.7,12.9,30.0,,9.1,4.0,13.1,0.217,,5.5,1.1,6.6,6.3
394,2000-01,27.0,PHO,NBA,PG,77.0,76.0,39.8,5.9,14.2,0.411,0.9,3.0,0.297,5.0,11.2,0.442,0.443,4.3,5.2,0.814,1.2,5.2,6.4,9.8,2.2,0.3,3.7,2.2,16.9,2000-01,27.0,PHO,NBA,PG,77.0,3065.0,19.4,0.51,0.211,0.367,3.3,15.2,9.1,41.2,2.8,0.5,18.3,22.7,,4.2,5.4,9.6,0.15,,2.4,1.7,4.2,4.8
395,2000-01,22.0,LAL,NBA,SG,68,68,40.9,10.3,22.2,0.464,0.9,2.9,0.305,9.4,19.3,0.489,0.484,7.0,8.2,0.853,1.5,4.3,5.9,5.0,1.7,0.6,3.2,3.3,28.5,2000-01,22.0,LAL,NBA,SG,68,2783,24.5,0.552,0.132,0.369,4.3,11.8,8.1,23.0,2.1,1.1,11.1,31.8,,9.2,2.2,11.3,0.196,,5.1,-0.3,4.8,4.7
396,2000-01,35.0,SAS,NBA,C,80,80,29.6,5.0,10.3,.486,0.0,0.0,.000,5.0,10.3,.487,.486,4.4,5.9,.747,2.6,6.0,8.6,1.5,1.0,2.5,1.5,2.7,14.4,2000-01,35.0,SAS,NBA,C,80,2371,23.7,0.559,0.001,0.571,10.4,22.0,16.5,8.8,1.8,5.8,10.6,22.8,,6.4,5.7,12.1,0.246,,2.5,2.7,5.2,4.3
397,2000-01,25.0,MIL,NBA,SG,82.0,82.0,38.2,7.7,16.0,0.48,2.5,5.7,0.433,5.2,10.3,0.506,0.557,4.2,4.8,0.888,1.2,4.0,5.2,4.6,1.5,0.2,2.5,2.3,22.0,2000-01,25.0,MIL,NBA,SG,82.0,3129.0,22.9,0.61,0.357,0.299,3.7,11.8,7.8,20.4,2.1,0.5,12.1,24.4,,11.5,2.2,13.7,0.211,,5.7,-0.3,5.5,5.9
398,2000-01,24.0,TOR,NBA,SF,75.0,75.0,39.7,10.2,22.1,0.46,2.2,5.3,0.408,8.0,16.8,0.477,0.509,5.1,6.7,0.765,2.3,3.2,5.5,3.9,1.5,1.1,2.2,2.7,27.6,2000-01,24.0,TOR,NBA,SF,75.0,2979.0,25.0,0.551,0.24,0.303,6.5,9.3,7.9,19.2,2.0,1.9,8.2,30.7,,10.3,2.6,12.9,0.208,,7.6,0.1,7.6,7.2
399,2000-01,23.0,BOS,NBA,SF,82.0,82.0,38.0,8.4,18.5,0.454,1.8,4.7,0.383,6.6,13.8,0.478,0.503,6.7,9.0,0.745,1.1,5.2,6.4,3.1,1.7,0.8,3.2,3.1,25.3,2000-01,23.0,BOS,NBA,SF,82.0,3120.0,22.3,0.563,0.254,0.488,3.4,16.7,9.8,16.9,2.3,1.7,12.5,30.6,,6.9,3.5,10.4,0.16,,4.5,-0.1,4.4,5.0
400,2000-01,26.0,DET,NBA,SG,80.0,80.0,40.2,9.7,24.1,0.402,2.1,5.9,0.351,7.6,18.2,0.418,0.445,8.3,10.1,0.822,1.2,2.7,3.9,5.1,1.2,0.7,4.1,2.0,29.8,2000-01,26.0,DET,NBA,SG,80.0,3215.0,21.8,0.521,0.245,0.42,3.2,7.3,5.2,25.8,1.5,1.2,12.5,35.2,,6.6,2.6,9.2,0.137,,5.8,-0.7,5.1,5.8
401,2000-01,27.0,DAL,NBA,SF,82.0,82.0,42.0,8.7,18.9,0.458,1.1,3.2,0.346,7.6,15.7,0.481,0.487,3.1,4.0,0.775,1.3,3.9,5.2,4.4,1.4,0.4,2.3,2.1,21.5,2000-01,27.0,DAL,NBA,SF,82.0,3443.0,18.2,0.521,0.169,0.209,3.6,10.0,6.9,18.3,1.8,0.7,10.1,24.9,,5.6,2.9,8.5,0.119,,2.4,-0.5,1.9,3.4
402,2000-01,34.0,MIA,NBA,PF,80,80,40.7,5.8,11.9,.482,0.0,0.0,,5.8,11.9,.482,.482,4.6,5.9,.781,2.1,7.5,9.6,3.1,1.0,0.3,2.2,2.9,16.1,2000-01,34.0,MIA,NBA,PF,80.0,3254.0,17.4,0.555,0.0,0.497,6.2,21.9,14.1,14.2,1.4,0.6,13.3,20.0,,6.0,5.6,11.6,0.171,,0.8,1.1,1.9,3.2
403,2000-01,38.0,UTA,NBA,PG,82,82,29.2,4.0,7.9,0.504,0.7,1.6,0.462,3.3,6.3,0.514,0.551,2.8,3.4,0.817,0.7,2.1,2.8,8.7,1.6,0.3,2.5,2.4,11.5,2000-01,38.0,UTA,NBA,PG,82,2397,22.3,0.61,0.203,0.427,2.9,8.8,5.9,48.7,2.9,0.7,20.8,18.8,,8.2,2.6,10.8,0.216,,5.5,1.2,6.7,5.3
404,2001-02,25.0,SAS,NBA,PF,82,82,40.6,9.3,18.3,0.508,0.0,0.1,0.1,9.3,18.2,0.511,0.508,6.8,8.5,0.799,3.3,9.4,12.7,3.7,0.7,2.5,3.2,2.6,25.5,2001-02,25.0,SAS,NBA,PF,82,3329,27.0,0.576,0.007,0.466,9.6,25.9,18.0,18.3,1.0,4.3,12.7,29.0,,10.7,7.1,17.8,0.257,,5.4,2.2,7.6,8.0
405,2001-02,28.0,NJN,NBA,PG,82.0,82.0,37.3,5.4,13.9,0.391,1.4,4.4,0.321,4.0,9.4,0.424,0.442,2.5,3.0,0.814,1.6,5.7,7.3,9.9,2.1,0.2,3.5,1.7,14.7,2001-02,28.0,NJN,NBA,PG,82.0,3056.0,19.1,0.484,0.32,0.217,4.7,17.2,10.9,42.5,3.0,0.5,18.7,22.5,,3.1,5.8,8.9,0.14,,3.0,1.5,4.5,5.0
